id,original_amount,txn_date,plaid_category,plaid_dirty_name
41065,7.09,2020-11-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
41144,13.34,2020-07-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
73468,108.48,2020-07-31,"['Shops', 'Beauty Products']",ULTA # 476 SAN MARCOS TX 07/31
59178,18.09,2020-09-26,"['Travel', 'Gas Stations']",QuikTrip
55332,90.24,2020-08-21,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
45322,5.0,2018-11-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
17412,4.0,2020-06-08,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/05
85162,54.09,2020-06-30,"['Shops', 'Pets']",CHEWY.COM
45473,5.0,2018-09-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
44472,160.31,2017-08-11,"['Shops', 'Beauty Products']",ULTA #594 PORT CHESTER NY 08/11
3830,1123.18,2019-02-25,"['Transfer', 'Debit']",ALLY CASHBACK
27701,56.9,2019-11-04,"['Shops', 'Convenience Stores']",Cumberland Farms
32819,5.0,2019-04-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
16953,10.75,2020-08-28,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 08/27
89575,54.44,2019-01-11,"['Shops', 'Beauty Products']",Sephora
78192,20.01,2019-06-25,"['Travel', 'Gas Stations']",QuikTrip
56635,163.18,2019-09-03,"['Shops', 'Beauty Products']",ULTA
26381,53.72,2020-08-28,"['Shops', 'Convenience Stores']",Cumberland Farms
118577,28.59,2021-01-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
28114,53.14,2019-08-12,"['Shops', 'Convenience Stores']",Cumberland Farms
46050,5.0,2018-02-16,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
15148,20.0,2019-07-30,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
1377,1.75,2019-10-28,['Food and Drink'],PepsiCo
44484,16.32,2017-08-07,"['Shops', 'Pharmacies']",Duane Reade
40057,49.55,2020-11-23,"['Shops', 'Convenience Stores']",Cumberland Farms
73966,20.0,2020-05-18,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 05/16
127730,17.8,2021-02-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
82174,69.96,2019-09-12,"['Shops', 'Beauty Products']",Sephora
29803,12.83,2020-05-31,"['Service', 'Insurance']",State Farm
98377,5.0,2020-02-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 02/10
22763,16.13,2019-11-05,"['Shops', 'Pharmacies']",JEWEL OSCO 3485 LAKE ZURICH IL 11/05
54254,136.86,2020-01-21,"['Service', 'Insurance']",State Farm
59210,8.36,2020-09-08,"['Shops', 'Discount Stores']",Dollar Tree
38289,31.78,2020-05-12,['Service'],WIX.COM*666483121 NY 05/11
32873,5.0,2019-03-18,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
112764,10.91,2021-01-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
3178,365.04,2020-01-06,"['Transfer', 'Debit']",ALLY CASHBACK
109512,28.52,2020-06-12,"['Service', 'Shipping and Freight']",UPS*1ZUT49960395313822
54225,6.5,2020-02-13,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 02/12
32211,20.0,2019-12-15,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
83275,66.58,2020-03-10,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
27955,21.13,2019-09-17,"['Shops', 'Convenience Stores']",Cumberland Farms
73729,5.0,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/19
54381,6.0,2019-11-05,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 11/04
54872,12.0,2018-12-28,"['Travel', 'Parking']",SPOTHERO 8443568054 IL 12/26
58366,25.05,2020-12-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
39035,18.18,2019-09-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
97880,16.79,2020-08-03,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 08/03
27575,60.3,2019-12-02,"['Travel', 'Gas Stations']",Cumberland Farms
104803,5.81,2020-08-29,"['Shops', 'Discount Stores']",Dollar General
45694,5.0,2018-07-01,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
51310,10.78,2020-06-29,['Service'],WIX.COM*7008088
73776,5.0,2020-06-15,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/12
102788,29.25,2020-12-08,"['Shops', 'Discount Stores']",Dollar General
90456,3.99,2020-02-28,['Service'],MARATHON PETRO191684
49444,1.99,2018-12-30,"['Food and Drink', 'Restaurants']",White Castle
3578,400.0,2019-07-10,"['Transfer', 'Debit']",ALLY CASHBACK
85942,20.8,2019-08-02,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
49218,37.17,2019-05-08,"['Shops', 'Beauty Products']",Sephora
18196,6.0,2019-12-17,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 12/16
32477,5.0,2019-08-26,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
34112,2.53,2020-03-02,"['Travel', 'Gas Stations']",MARATHON PETRO1207 02-28 FORT
97433,10.0,2020-11-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE CHICAGO IL 11/09
70496,17.03,2020-01-20,"['Shops', 'Clothing and Accessories']",Withdrawal Debit T J MAXX # / 1123
108497,23.34,2019-05-12,"['Travel', 'Gas Stations']",MARATHON PETRO102095
125186,12.69,2021-02-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
98669,10.29,2019-12-11,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/11
32755,5.0,2019-05-08,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
73357,20.0,2020-08-12,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 08/11
118128,51.69,2021-01-27,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
24864,37.02,2020-03-07,"['Shops', 'Beauty Products']",Sephora
17432,4.0,2020-06-04,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/03
9402,13.91,2020-02-07,"['Service', 'Shipping and Freight']",UPS
63228,29.93,2019-12-03,"['Shops', 'Clothing and Accessories']",T.J.Maxx
20528,29.34,2020-10-25,"['Food and Drink', 'Restaurants']",Hover.Com
54342,6.0,2019-11-26,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 11/25
25519,18.49,2019-01-11,"['Shops', 'Pharmacies']",Duane Reade
44047,88.73,2018-01-08,"['Shops', 'Beauty Products']",Sephora
41219,14.98,2020-05-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
32377,5.0,2019-10-01,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
94790,10.8,2020-12-09,"['Shops', 'Discount Stores']",Dollar General
47694,9.26,2020-11-30,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
63454,9.95,2019-06-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
32669,5.0,2019-06-14,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
72054,20.0,2020-12-11,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 12/10
103515,5.57,2020-01-21,"['Shops', 'Discount Stores']",Dollar General
3518,250.0,2019-08-02,"['Transfer', 'Debit']",ALLY CASHBACK
42930,987.31,2018-02-28,"['Transfer', 'Debit']",ALLY CASHBACK
321,143.8,2019-12-08,"['Shops', 'Clothing and Accessories']",T.J.Maxx
32231,20.0,2019-12-06,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
58846,12.99,2020-09-08,"['Shops', 'Discount Stores']",Dollar Tree
117860,16.28,2021-01-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
32841,10.0,2019-03-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
89566,2.0,2019-01-14,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/12
60850,19.79,2020-08-21,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
36111,15.24,2020-05-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
33128,5.0,2018-11-23,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
27327,61.35,2020-02-10,"['Shops', 'Convenience Stores']",Cumberland Farms
42457,9.01,2019-05-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
44111,10.0,2017-12-07,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
15310,12.99,2019-07-08,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
121693,215.34,2019-04-29,"['Service', 'Insurance']",State Farm
30119,36.82,2019-12-16,"['Service', 'Shipping and Freight']",UPS
17199,4.0,2020-07-10,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/09
76949,54.84,2019-08-05,"['Shops', 'Beauty Products']",Debit Purchase 08/03 card 6332 Ulta #1150
38844,29.9,2019-10-15,['Service'],WIX.COM*529186813 NY 10/11
43862,10.0,2018-03-26,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
25627,121.0,2018-11-13,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
66898,40.65,2019-12-22,"['Shops', 'Beauty Products']",ULTA
106496,5.0,2020-08-28,"['Service', 'Shipping and Freight']",UPS
32383,17.61,2019-09-29,"['Shops', 'Clothing and Accessories']",T.J.Maxx
27543,53.17,2019-12-17,"['Shops', 'Convenience Stores']",Cumberland Farms
94757,17.0,2020-12-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
90282,3.0,2020-07-27,['Service'],THE UPS STORE #5800
96026,19.38,2019-07-30,"['Travel', 'Gas Stations']",Sheetz
94301,19.79,2020-09-04,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
65114,13.94,2020-12-11,"['Shops', 'Beauty Products']",Sephora
73339,20.0,2020-08-13,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 08/12
32699,5.0,2019-06-04,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
79470,24.46,2020-07-06,"['Shops', 'Pharmacies']",Duane Reade
26768,47.53,2020-06-05,"['Shops', 'Convenience Stores']",Cumberland Farms
96723,5.0,2021-01-04,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 12/31
77084,7.05,2019-05-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
54262,6.0,2020-01-14,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/13
72615,50.0,2020-10-29,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/28
88284,25.0,2019-12-04,"['Travel', 'Parking']",NYCDOT PARKNYC NY 12/03
53346,19.13,2020-04-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
125591,11.83,2020-04-15,"['Travel', 'Gas Stations']",QuikTrip
14395,11.0,2019-10-09,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
98886,10.0,2019-10-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 10/18
125485,11.93,2020-06-15,"['Travel', 'Gas Stations']",QuikTrip
3958,787.5,2018-12-03,"['Transfer', 'Debit']",ALLY CASHBACK
53895,124.02,2020-09-18,"['Service', 'Insurance']",State Farm
49013,10.58,2019-08-01,"['Shops', 'Clothing and Accessories']",T.J.Maxx
97939,9.24,2020-07-14,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 07/14
14694,28.49,2019-09-03,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
70576,10.37,2019-12-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
54548,139.13,2019-07-18,"['Service', 'Insurance']",State Farm
85251,28.35,2020-06-01,"['Service', 'Shipping and Freight']",UPS
42893,411.81,2018-03-13,"['Transfer', 'Debit']",ALLY CASHBACK
26535,53.84,2020-07-23,"['Shops', 'Convenience Stores']",Cumberland Farms
73779,5.0,2020-06-15,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/13
3813,822.52,2019-03-04,"['Transfer', 'Debit']",ALLY CASHBACK
112002,10.0,2021-01-19,"['Food and Drink', 'Restaurants']",Chick-Fil-A
103433,7.21,2020-02-21,"['Travel', 'Gas Stations']",MARATHON PETRO2197 02-20 MURRAY
101954,6.45,2021-01-14,"['Service', 'Shipping and Freight']",THE UPS STORE # 1184
127917,69.52,2021-02-04,"['Shops', 'Pets']",ATM DEBIT CHEWY.COM
32971,5.0,2019-02-04,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
68114,32.28,2020-05-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
73737,10.0,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/20
3682,680.17,2019-05-23,"['Transfer', 'Debit']",ALLY CASHBACK
1450,3.52,2019-09-30,"['Food and Drink', 'Restaurants']",Panda Express
14778,24.0,2019-08-23,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
24526,10.4,2018-11-15,"['Shops', 'Pharmacies']",Duane Reade
3743,227.89,2019-04-16,"['Transfer', 'Debit']",ALLY CASHBACK
98749,10.0,2019-11-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 11/24
15507,2.0,2019-06-05,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
83039,14.98,2020-08-26,"['Travel', 'Gas Stations']",QuikTrip
100838,9.19,2020-09-27,"['Travel', 'Gas Stations']",QuikTrip
1797,6.6,2018-11-14,"['Food and Drink', 'Restaurants']",Panda Express
60871,5.76,2020-08-14,"['Food and Drink', 'Restaurants', 'Dessert']",Smoothie King
110958,102.29,2018-12-20,"['Shops', 'Clothing and Accessories']",T.J.Maxx
102907,5.83,2020-10-13,"['Shops', 'Discount Stores']",Dollar Tree
103410,10.6,2020-03-02,"['Shops', 'Discount Stores']",Dollar General
3541,339.74,2019-07-22,"['Transfer', 'Debit']",ALLY CASHBACK
87382,14.25,2020-07-23,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 07/23
126575,8.0,2020-10-30,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
119090,12.83,2021-01-04,"['Service', 'Insurance']",State Farm
103134,8.85,2020-07-20,"['Shops', 'Discount Stores']",Dollar General
87459,23.99,2020-07-03,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 07/03
38632,14.93,2019-11-18,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
126210,55.49,2021-02-02,"['Shops', 'Beauty Products']",POS DEBIT ULTA #210
53747,2.21,2020-12-02,"['Shops', 'Discount Stores']",Dollar Tree
45429,5.0,2018-09-27,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
43954,10.0,2018-02-12,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
36590,9.0,2020-01-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
32462,10.0,2019-08-30,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
18427,27.22,2019-10-21,"['Shops', 'Beauty Products']",ULTA 1402 NEW YORK NY 10/19
21683,13.17,2018-12-02,"['Food and Drink', 'Restaurants']",Hover.Com
118203,19.91,2021-01-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
63749,0.65,2020-11-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45218,31.0,2016-08-09,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
97959,8.16,2020-07-07,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 07/07
67863,19.18,2020-09-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
20302,35.77,2019-05-21,"['Shops', 'Clothing and Accessories']",ROSS STORES #1 05/21 PURCHASE
21972,14.33,2020-03-29,"['Shops', 'Pets']",CHEWY INC
29696,10.23,2020-07-06,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
18448,36.43,2019-10-15,"['Shops', 'Pharmacies']",Duane Reade
45453,5.0,2018-09-19,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
54222,15.5,2020-02-18,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 02/15
36297,17.0,2020-03-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
34382,14.75,2020-01-13,"['Shops', 'Beauty Products']",ULTA
103463,16.57,2020-02-06,"['Travel', 'Gas Stations']",MARATHON PETRO2197 02-05 MURRAY
14193,12.99,2019-11-12,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
65553,1.07,2020-04-01,"['Service', 'Shipping and Freight']",THE UPS STORE #4196 43 LAFAYETTE IN 04/01
92409,10.78,2020-12-27,['Service'],SIGNED PURCHASE WIX.COM*836297383 POS
14165,25.0,2019-11-13,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
54799,107.49,2019-02-20,"['Service', 'Insurance']",State Farm
90530,25.0,2020-01-17,['Service'],MARATHON PETRO191684
77228,2.0,2019-02-14,"['Shops', 'Discount Stores']",Dollar General
55888,9.0,2020-03-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
43054,4.47,2017-12-18,"['Food and Drink', 'Restaurants']","DUNKIN #300797 Q35 MIAMI, FL, US"
73917,20.0,2020-05-26,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/25
45768,5.0,2018-06-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
33016,15.0,2019-01-09,"['Travel', 'Public Transportation Services']",VENTRA VENDING 02101
15467,10.0,2019-06-10,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
57514,165.3,2020-12-04,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
88262,20.0,2019-12-09,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 12/08
15304,14.5,2019-07-09,['Service'],Recurring Payment - WIX.COM*471413313
23072,1.78,2020-09-11,"['Shops', 'Pharmacies']",Duane Reade
92482,21.51,2020-06-17,"['Shops', 'Pets']",CHEWY.COM FL PMT-CQITCZ1PSJ
105658,3.0,2019-09-28,"['Travel', 'Gas Stations']",QuikTrip
100787,21.95,2020-10-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
112341,127.42,2020-06-05,"['Service', 'Insurance']",State Farm
32440,5.0,2019-09-06,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
59350,13.39,2020-06-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
26704,29.77,2020-06-19,"['Shops', 'Convenience Stores']",Cumberland Farms
54296,138.13,2019-12-18,"['Service', 'Insurance']",State Farm
77041,25.15,2019-06-18,"['Travel', 'Gas Stations']",Debit Purchase -visa 06/16 card 6332 Marathon Petro18catlettsburgky
76543,49.87,2020-03-06,"['Shops', 'Beauty Products']",Debit Purchase 03/06 card 6332 Ulta#1201
120816,14.08,2020-02-18,"['Service', 'Insurance']",State Farm
76900,5.66,2019-08-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
94679,20.0,2021-01-04,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
97461,9.24,2020-11-02,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/01
68128,16.92,2020-05-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
53020,0.85,2019-01-03,"['Shops', 'Discount Stores']",Dollar Tree
79386,18.5,2020-07-22,['Service'],Recurring Payment - WIX.COM*717641923
28017,59.01,2019-09-03,"['Shops', 'Convenience Stores']",Cumberland Farms
95242,7.08,2020-07-03,"['Shops', 'Discount Stores']",Dollar General
25612,121.0,2018-11-25,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
39413,17.09,2019-06-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
86852,37.51,2020-11-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
94927,7.22,2020-10-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
126703,82.46,2020-09-14,"['Shops', 'Beauty Products']",ULTA.COM 09/10 PURCHASE 8669838582
72664,10.0,2020-10-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/22
106710,19.28,2020-07-14,"['Travel', 'Gas Stations']",MARATHON PETRO189092
49370,3.0,2019-02-09,"['Shops', 'Discount Stores']",Dollar General
67830,19.1,2020-09-26,"['Travel', 'Gas Stations']",QuikTrip
77177,2.12,2019-03-25,"['Shops', 'Discount Stores']",Dollar General
58665,31.83,2019-05-01,"['Travel', 'Gas Stations']",QuikTrip
32435,5.0,2019-09-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
43898,10.0,2018-03-15,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
32567,10.0,2019-07-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
78787,12.93,2020-11-27,"['Shops', 'Pharmacies']",Duane Reade
78942,4.69,2020-10-22,"['Shops', 'Pharmacies']",Duane Reade
38766,4.88,2019-10-30,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
83270,163.56,2020-03-11,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
112841,21.24,2021-01-25,"['Travel', 'Gas Stations']",POS DEBIT FOOD SMAR 2901 W ARMIT
82763,146.28,2019-02-28,"['Shops', 'Beauty Products']",Sephora
80272,29.73,2019-11-18,"['Shops', 'Beauty Products']",Sephora
65178,69.17,2020-12-12,"['Shops', 'Clothing and Accessories']",T.J.Maxx
89102,25.0,2019-05-16,"['Travel', 'Parking']",NYCDOT PARKNYC NY 05/15
46028,5.0,2018-03-01,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
89125,1.0,2019-05-09,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 05/08
80457,4.49,2019-09-10,"['Shops', 'Pharmacies']",Duane Reade
72661,10.0,2020-10-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/22
14889,10.59,2019-08-14,"['Travel', 'Gas Stations']",Sheetz
94672,5.0,2021-01-04,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
67609,48.6,2020-12-14,['Service'],SIGNED PURCHASE WIX.COM*826910173NEW YORK POS
39123,8.58,2019-08-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
121617,12.5,2019-05-28,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
45651,5.0,2018-07-14,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
88627,7.5,2019-09-23,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/21
121141,100.02,2019-11-08,"['Shops', 'Department Stores']",ROSS STORES #1 11/08 PURCHASE CRESTWOOD IL DEBIT CARD *0044
39423,28.99,2019-06-10,['Service'],WIX.COM*457336691 NY 06/08
25953,58.33,2020-10-01,"['Shops', 'Discount Stores']",Dollar General
20975,13.17,2019-12-22,"['Food and Drink', 'Restaurants']",Hover.Com
96031,13.51,2019-07-29,"['Travel', 'Gas Stations']",Sheetz
32415,13.0,2019-09-16,"['Travel', 'Parking']",SPOTHERO 844-35
100521,10.0,2021-01-11,"['Service', 'Personal Care']",POS DEBIT GLOBALPOK GOLD COIN GP@VGW.CO
71653,19.1,2019-05-30,"['Shops', 'Clothing and Accessories']",T.J.Maxx
101698,17.22,2021-01-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
42460,9.01,2019-05-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
44495,11.4,2017-08-02,"['Food and Drink', 'Restaurants']",DUNKIN #338221 Q35 BROOKLYN NY 08/01
44614,4.67,2017-06-29,"['Food and Drink', 'Restaurants']",DUNKIN #348576 Q35 ASTORIA NY 06/28
73854,20.0,2020-06-05,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/04
125302,214.38,2021-02-01,"['Shops', 'Clothing and Accessories']",POS DEBIT ROSS STORES #1892
70979,7.13,2019-08-18,"['Food and Drink', 'Restaurants']",Chick-Fil-A
59795,90.08,2019-08-19,"['Service', 'Insurance']",State Farm
1804,2.25,2018-10-24,['Food and Drink'],PepsiCo
109040,8.18,2021-01-19,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
56967,39.69,2019-05-20,"['Shops', 'Beauty Products']",ULTA
90960,21.19,2020-12-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
82272,149.46,2019-08-15,"['Shops', 'Beauty Products']",Sephora
73017,1.08,2020-09-21,"['Shops', 'Discount Stores']",Dollar Tree
3158,110.81,2020-01-14,"['Transfer', 'Debit']",ALLY CASHBACK
12827,11.97,2020-05-26,"['Shops', 'Pharmacies']",Duane Reade
21299,29.99,2019-06-26,"['Food and Drink', 'Restaurants']",Hover.Com
103255,21.72,2020-05-27,"['Shops', 'Discount Stores']",Dollar General
38117,25.42,2020-07-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
125528,8.28,2020-05-06,"['Travel', 'Gas Stations']",QuikTrip
14320,20.0,2019-10-18,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
54974,61.5,2020-11-13,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
109481,153.17,2020-07-02,"['Shops', 'Beauty Products']",Sephora
38008,10.43,2020-08-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
43964,21.66,2018-02-08,"['Shops', 'Pharmacies']",Duane Reade
46931,74.42,2020-11-28,"['Shops', 'Clothing and Accessories']",T.J.Maxx
93876,2.0,2020-12-31,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
30582,36.37,2019-06-26,"['Travel', 'Gas Stations']",Sheetz
45915,5.0,2018-04-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
82836,8.69,2019-02-02,"['Shops', 'Pharmacies']",Duane Reade
46080,5.0,2018-02-01,"['Travel', 'Public Transportation Services']",VENTRA VENDING 10702
66346,73.84,2020-12-06,"['Shops', 'Beauty Products']",Sephora
71069,120.44,2020-09-25,"['Shops', 'Beauty Products']",Sephora
91467,10.27,2019-05-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
88947,153.44,2019-06-26,"['Service', 'Insurance']",State Farm
97444,4.59,2020-11-05,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/05
32315,5.0,2019-10-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
53879,9.5,2020-09-28,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 09/27
41115,18.54,2020-08-07,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
59068,9.06,2020-11-22,"['Shops', 'Discount Stores']",Dollar Tree
91566,2.0,2020-12-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
69493,10.0,2019-01-22,"['Travel', 'Public Transportation Services']",Ventra 1118 W. Thor CHICAGO IL 01/22
